po_id,sku,supplier_id,order_date,expected_date,delivered_date,quantity,unit_price
PO-P101-0062,P101,S3,2024-01-25,2024-01-30,2024-01-30,750,4.18
PO-P103-0032,P103,S5,2024-01-26,2024-02-05,2024-02-07,565,25.39
PO-P105-0024,P105,S4,2024-01-29,2024-02-12,2024-02-06,495,152.29
PO-P104-0029,P104,S4,2024-01-31,2024-02-12,2024-02-13,1510,58.84
PO-P112-0021,P112,S6,2024-02-01,2024-02-17,2024-02-20,495,134.62
PO-P101-0063,P101,S3,2024-02-01,2024-02-06,2024-02-07,740,4.16
PO-P102-0036,P102,S5,2024-02-01,2024-02-10,2024-02-06,1000,7.68
PO-P108-0019,P108,S6,2024-02-02,2024-02-20,2024-03-01,310,415.67
PO-P111-0023,P111,S2,2024-02-02,2024-02-17,2024-02-12,2260,69.6
PO-P109-0022,P109,S2,2024-02-06,2024-02-22,2024-02-21,1085,28.0
PO-P103-0033,P103,S5,2024-02-07,2024-02-17,2024-02-12,520,25.37
PO-P106-0031,P106,S4,2024-02-07,2024-02-18,2024-02-16,765,19.69
PO-P101-0064,P101,S3,2024-02-07,2024-02-12,2024-02-12,790,4.06
PO-P102-0037,P102,S5,2024-02-09,2024-02-18,2024-02-13,985,7.8
PO-P107-0023,P107,S4,2024-02-09,2024-02-24,2024-02-27,425,98.72
PO-P101-0065,P101,S3,2024-02-12,2024-02-17,2024-02-17,810,4.2
PO-P110-0020,P110,S2,2024-02-12,2024-03-01,2024-02-18,410,159.21
PO-P105-0025,P105,S4,2024-02-13,2024-02-27,2024-02-26,500,141.69
PO-P103-0034,P103,S5,2024-02-16,2024-02-26,2024-02-26,545,24.91
PO-P101-0066,P101,S3,2024-02-17,2024-02-22,2024-02-19,835,4.06
PO-P104-0030,P104,S4,2024-02-20,2024-03-03,2024-03-05,1335,55.87
PO-P106-0032,P106,S4,2024-02-20,2024-03-02,2024-03-01,765,20.33
PO-P112-0022,P112,S6,2024-02-20,2024-03-07,2024-02-29,525,128.46
PO-P102-0038,P102,S5,2024-02-21,2024-03-01,2024-02-27,925,7.52
PO-P101-0067,P101,S3,2024-02-24,2024-02-29,2024-02-29,750,4.1
PO-P109-0023,P109,S2,2024-02-26,2024-03-13,2024-03-09,1070,27.7
PO-P111-0024,P111,S2,2024-02-26,2024-03-12,2024-03-10,1855,67.5
PO-P103-0035,P103,S5,2024-02-27,2024-03-08,2024-03-12,575,25.39
PO-P107-0024,P107,S4,2024-02-27,2024-03-13,2024-03-13,435,95.2
PO-P105-0026,P105,S4,2024-02-28,2024-03-13,2024-03-13,520,146.03
PO-P108-0020,P108,S6,2024-03-01,2024-03-19,2024-03-23,300,417.4
PO-P106-0033,P106,S4,2024-03-01,2024-03-12,2024-03-11,815,19.43
PO-P101-0068,P101,S3,2024-03-02,2024-03-07,2024-03-06,705,4.15
PO-P102-0039,P102,S5,2024-03-02,2024-03-11,2024-03-05,950,7.94
PO-P110-0021,P110,S2,2024-03-04,2024-03-22,2024-03-22,415,162.07
PO-P104-0031,P104,S4,2024-03-05,2024-03-17,2024-03-15,1220,57.27
PO-P101-0069,P101,S3,2024-03-07,2024-03-12,2024-03-12,720,4.28
PO-P112-0023,P112,S6,2024-03-12,2024-03-28,2024-03-28,455,134.34
PO-P101-0070,P101,S3,2024-03-12,2024-03-17,2024-03-17,825,4.13
PO-P103-0036,P103,S5,2024-03-12,2024-03-22,2024-03-23,555,25.02
PO-P102-0040,P102,S5,2024-03-14,2024-03-23,2024-03-20,910,7.96
PO-P106-0034,P106,S4,2024-03-15,2024-03-26,2024-03-29,760,19.67
PO-P107-0025,P107,S4,2024-03-15,2024-03-30,2024-03-28,400,97.62
PO-P105-0027,P105,S4,2024-03-15,2024-03-29,2024-03-28,530,144.86
PO-P111-0025,P111,S2,2024-03-18,2024-04-02,2024-04-01,1650,68.37
PO-P101-0071,P101,S3,2024-03-18,2024-03-23,2024-03-21,825,4.17
PO-P104-0032,P104,S4,2024-03-19,2024-03-31,2024-04-03,1290,58.1
PO-P109-0024,P109,S2,2024-03-20,2024-04-05,2024-04-02,950,26.65
PO-P101-0072,P101,S3,2024-03-22,2024-03-27,2024-03-24,850,4.12
PO-P103-0037,P103,S5,2024-03-23,2024-04-02,2024-03-30,595,25.96
PO-P102-0041,P102,S5,2024-03-23,2024-04-01,2024-04-01,930,7.97
PO-P108-0021,P108,S6,2024-03-24,2024-04-11,2024-04-14,280,425.7
PO-P105-0028,P105,S4,2024-03-28,2024-04-11,2024-04-11,570,147.33
PO-P106-0035,P106,S4,2024-03-29,2024-04-09,2024-04-12,770,19.74
PO-P101-0073,P101,S3,2024-03-29,2024-04-03,2024-04-04,780,4.08
PO-P112-0024,P112,S6,2024-03-30,2024-04-15,2024-04-08,460,133.89
PO-P110-0022,P110,S2,2024-04-02,2024-04-20,2024-04-13,330,158.67
PO-P107-0026,P107,S4,2024-04-02,2024-04-17,2024-04-15,405,95.61
PO-P104-0033,P104,S4,2024-04-03,2024-04-15,2024-04-17,1330,58.2
PO-P102-0042,P102,S5,2024-04-04,2024-04-13,2024-04-17,915,7.8
PO-P111-0026,P111,S2,2024-04-04,2024-04-19,2024-04-21,1760,68.53
PO-P103-0038,P103,S5,2024-04-04,2024-04-14,2024-04-14,540,26.74
PO-P101-0074,P101,S3,2024-04-05,2024-04-10,2024-04-11,810,4.14
PO-P109-0025,P109,S2,2024-04-10,2024-04-26,2024-04-25,885,26.86
PO-P101-0075,P101,S3,2024-04-11,2024-04-16,2024-04-15,855,4.0
PO-P106-0036,P106,S4,2024-04-12,2024-04-23,2024-04-20,725,19.9
PO-P101-0076,P101,S3,2024-04-16,2024-04-21,2024-04-18,865,4.33
PO-P103-0039,P103,S5,2024-04-26,2024-04-16,2024-04-26,540,25.08
PO-P112-0025,P112,S6,2024-04-17,2024-05-03,2024-05-04,510,126.19
PO-P102-0043,P102,S5,2024-04-17,2024-04-26,2024-04-25,950,7.81
PO-P104-0034,P104,S4,2024-04-19,2024-05-01,2024-05-02,1115,57.67
PO-P105-0029,P105,S4,2024-04-19,2024-05-03,2024-05-07,475,150.53
PO-P108-0022,P108,S6,2024-04-19,2024-05-07,2024-05-11,240,414.65
PO-P110-0023,P110,S2,2024-04-21,2024-05-09,2024-05-12,345,159.07
PO-P106-0037,P106,S4,2024-04-22,2024-05-03,2024-05-02,800,20.81
PO-P107-0027,P107,S4,2024-04-22,2024-05-07,2024-05-03,395,97.46
PO-P101-0077,P101,S3,2024-04-23,2024-04-28,2024-04-27,800,4.3
PO-P111-0027,P111,S2,2024-04-24,2024-05-09,2024-05-05,1510,71.28
PO-P102-0044,P102,S5,2024-04-25,2024-05-04,2024-05-03,935,7.93
PO-P109-0026,P109,S2,2024-04-26,2024-05-12,2024-05-09,915,28.61
PO-P101-0078,P101,S3,2024-04-27,2024-05-02,2024-05-04,815,4.2
PO-P103-0040,P103,S5,2024-04-27,2024-05-07,2024-05-03,530,24.97
PO-P104-0035,P104,S4,2024-05-03,2024-05-15,2024-05-22,1070,59.7
PO-P101-0079,P101,S3,2024-05-04,2024-05-09,2024-05-11,855,4.29
PO-P102-0045,P102,S5,2024-05-05,2024-05-14,2024-05-17,985,7.75
PO-P105-0030,P105,S4,2024-05-07,2024-05-21,2024-05-16,510,153.36
PO-P106-0038,P106,S4,2024-05-08,2024-05-19,2024-05-17,690,19.65
PO-P103-0041,P103,S5,2024-05-10,2024-05-20,2024-05-17,505,25.98
PO-P101-0080,P101,S3,2024-05-11,2024-05-16,2024-05-14,805,4.18
PO-P108-0023,P108,S6,2024-05-11,2024-05-29,2024-05-21,220,413.85
PO-P112-0026,P112,S6,2024-05-11,2024-05-27,2024-05-30,420,132.43
PO-P107-0028,P107,S4,2024-05-11,2024-05-26,2024-05-22,360,94.51
PO-P111-0028,P111,S2,2024-05-13,2024-05-28,2024-05-30,1470,69.96
PO-P110-0024,P110,S2,2024-05-14,2024-06-01,2024-06-02,335,160.16
PO-P101-0081,P101,S3,2024-05-16,2024-05-21,2024-05-19,770,4.06
PO-P109-0027,P109,S2,2024-05-17,2024-06-02,2024-06-10,855,28.67
PO-P102-0046,P102,S5,2024-05-17,2024-05-26,2024-05-26,915,7.94
PO-P106-0039,P106,S4,2024-05-22,2024-06-02,2024-05-31,645,19.9
PO-P101-0082,P101,S3,2024-05-22,2024-05-27,2024-05-25,800,4.28
PO-P104-0036,P104,S4,2024-05-22,2024-06-03,2024-05-29,1135,58.89
PO-P103-0042,P103,S5,2024-05-23,2024-06-02,2024-06-02,490,25.56
PO-P107-0029,P107,S4,2024-05-24,2024-06-08,2024-06-05,400,98.14
PO-P105-0031,P105,S4,2024-05-26,2024-06-09,2024-06-10,430,148.72
PO-P108-0024,P108,S6,2024-05-28,2024-06-15,2024-06-19,245,396.7
PO-P101-0083,P101,S3,2024-05-28,2024-06-02,2024-06-01,800,4.25
PO-P102-0047,P102,S5,2024-05-29,2024-06-07,2024-06-05,845,7.73
PO-P111-0029,P111,S2,2024-05-30,2024-06-14,2024-06-18,1645,69.0
PO-P112-0027,P112,S6,2024-05-31,2024-06-16,2024-06-16,405,135.86
PO-P103-0043,P103,S5,2024-06-02,2024-06-12,2024-06-13,530,25.52
PO-P101-0084,P101,S3,2024-06-03,2024-06-08,2024-06-06,790,4.27
PO-P110-0025,P110,S2,2024-06-03,2024-06-21,2024-06-20,330,158.53
PO-P106-0040,P106,S4,2024-06-05,2024-06-16,2024-06-15,650,19.99
PO-P104-0037,P104,S4,2024-06-05,2024-06-17,2024-06-18,1050,58.46
PO-P101-0085,P101,S3,2024-06-09,2024-06-14,2024-06-20,780,4.16
PO-P109-0028,P109,S2,2024-06-10,2024-06-26,2024-06-22,835,28.86
PO-P102-0048,P102,S5,2024-06-10,2024-06-19,2024-06-18,820,7.76
PO-P105-0032,P105,S4,2024-06-12,2024-06-26,2024-06-23,420,152.51
PO-P103-0044,P103,S5,2024-06-15,2024-06-25,2024-06-25,475,25.55
PO-P106-0041,P106,S4,2024-06-16,2024-06-27,2024-06-28,670,19.99
PO-P102-0049,P102,S5,2024-06-18,2024-06-27,2024-06-29,855,7.86
PO-P112-0028,P112,S6,2024-06-18,2024-07-04,2024-07-04,415,133.01
PO-P111-0030,P111,S2,2024-06-18,2024-07-03,2024-06-23,1540,70.63
PO-P107-0030,P107,S4,2024-06-19,2024-07-04,2024-06-29,975,94.19
PO-P104-0038,P104,S4,2024-06-20,2024-07-02,2024-07-03,1000,57.18
PO-P101-0086,P101,S3,2024-06-20,2024-06-25,2024-06-26,790,4.16
PO-P108-0025,P108,S6,2024-06-21,2024-07-09,2024-07-28,235,403.76
PO-P110-0026,P110,S2,2024-06-21,2024-07-09,2024-07-08,360,157.8
PO-P109-0029,P109,S2,2024-06-22,2024-07-08,2024-07-08,925,27.67
PO-P101-0087,P101,S3,2024-06-26,2024-07-01,2024-06-30,795,4.13
PO-P103-0045,P103,S5,2024-06-26,2024-07-06,2024-07-06,495,25.95
PO-P105-0033,P105,S4,2024-06-30,2024-07-14,2024-07-09,395,153.12
PO-P106-0042,P106,S4,2024-07-01,2024-07-12,2024-07-11,670,20.03
PO-P111-0031,P111,S2,2024-07-01,2024-07-16,2024-07-23,1855,68.72
PO-P102-0050,P102,S5,2024-07-01,2024-07-10,2024-07-09,785,7.69
PO-P101-0088,P101,S3,2024-07-02,2024-07-07,2024-07-06,765,4.28
PO-P104-0039,P104,S4,2024-07-04,2024-07-16,2024-07-16,985,56.65
PO-P112-0029,P112,S6,2024-07-06,2024-07-22,2024-07-21,420,127.34
PO-P101-0089,P101,S3,2024-07-06,2024-07-11,2024-07-10,795,4.04
PO-P103-0046,P103,S5,2024-07-09,2024-07-19,2024-07-17,470,25.38
PO-P110-0027,P110,S2,2024-07-09,2024-07-27,2024-07-27,395,162.32
PO-P102-0051,P102,S5,2024-07-10,2024-07-19,2024-07-16,815,7.82
PO-P106-0043,P106,S4,2024-07-11,2024-07-22,2024-07-21,745,19.86
PO-P109-0030,P109,S2,2024-07-11,2024-07-27,2024-07-29,940,26.88
PO-P101-0090,P101,S3,2024-07-12,2024-07-17,2024-07-15,790,4.19
PO-P105-0034,P105,S4,2024-07-15,2024-07-29,2024-07-30,405,144.21
PO-P101-0091,P101,S3,2024-07-16,2024-07-21,2024-07-19,880,4.13
PO-P102-0052,P102,S5,2024-07-18,2024-07-27,2024-07-26,875,8.0
PO-P104-0040,P104,S4,2024-07-18,2024-07-30,2024-07-29,1000,58.48
PO-P103-0047,P103,S5,2024-07-22,2024-08-01,2024-07-29,450,25.0
PO-P111-0032,P111,S2,2024-07-23,2024-08-07,2024-08-15,1670,67.85
PO-P101-0092,P101,S3,2024-07-23,2024-07-28,2024-07-27,850,4.26
PO-P112-0030,P112,S6,2024-07-24,2024-08-09,2024-08-10,440,131.34
PO-P106-0044,P106,S4,2024-07-27,2024-08-07,2024-08-06,595,19.68
PO-P108-0026,P108,S6,2024-07-28,2024-08-15,2024-08-18,225,410.33
PO-P110-0028,P110,S2,2024-07-28,2024-08-15,2024-08-17,410,164.88
PO-P109-0031,P109,S2,2024-07-29,2024-08-14,2024-08-11,980,27.96
PO-P102-0053,P102,S5,2024-07-29,2024-08-07,2024-08-04,925,7.58
PO-P104-0041,P104,S4,2024-07-29,2024-08-10,2024-08-09,1110,59.45
PO-P101-0093,P101,S3,2024-07-30,2024-08-04,2024-08-04,760,4.16
PO-P105-0035,P105,S4,2024-07-31,2024-08-14,2024-08-11,415,148.67
PO-P103-0048,P103,S5,2024-08-02,2024-08-12,2024-08-10,455,24.85
PO-P101-0094,P101,S3,2024-08-06,2024-08-11,2024-08-11,725,4.12
PO-P107-0031,P107,S4,2024-08-06,2024-08-21,2024-08-15,345,98.54
PO-P106-0045,P106,S4,2024-08-07,2024-08-18,2024-08-19,645,20.61
PO-P102-0054,P102,S5,2024-08-10,2024-08-19,2024-08-23,820,7.87
PO-P112-0031,P112,S6,2024-08-10,2024-08-26,2024-08-28,495,131.86
PO-P101-0095,P101,S3,2024-08-12,2024-08-17,2024-08-17,730,4.22
PO-P103-0049,P103,S5,2024-08-13,2024-08-23,2024-08-23,460,25.45
PO-P104-0042,P104,S4,2024-08-13,2024-08-25,2024-08-23,1055,56.15
PO-P109-0032,P109,S2,2024-08-14,2024-08-30,2024-08-25,1020,27.92
PO-P111-0033,P111,S2,2024-08-15,2024-08-30,2024-08-28,1990,69.46
PO-P101-0096,P101,S3,2024-08-17,2024-08-22,2024-08-26,790,4.35
PO-P108-0027,P108,S6,2024-08-18,2024-09-05,2024-09-03,250,402.85
PO-P105-0036,P105,S4,2024-08-18,2024-09-01,2024-08-27,385,145.6
PO-P110-0029,P110,S2,2024-08-19,2024-09-06,2024-09-21,420,163.23
PO-P106-0046,P106,S4,2024-08-20,2024-08-31,2024-08-29,625,19.14
PO-P107-0032,P107,S4,2024-08-22,2024-09-06,2024-09-04,360,96.78
PO-P102-0055,P102,S5,2024-08-23,2024-09-01,2024-08-28,770,7.88
PO-P101-0097,P101,S3,2024-08-26,2024-08-31,2024-08-30,795,4.2
PO-P103-0050,P103,S5,2024-08-27,2024-09-06,2024-08-29,435,24.89
PO-P111-0034,P111,S2,2024-08-28,2024-09-12,2024-09-14,1975,67.56
PO-P112-0032,P112,S6,2024-08-28,2024-09-13,2024-09-12,520,134.29
PO-P109-0033,P109,S2,2024-08-29,2024-09-14,2024-09-07,1125,28.25
PO-P106-0047,P106,S4,2024-08-30,2024-09-10,2024-09-11,690,19.51
PO-P104-0043,P104,S4,2024-08-30,2024-09-11,2024-09-08,930,58.37
PO-P101-0098,P101,S3,2024-08-30,2024-09-04,2024-09-03,760,4.21
PO-P105-0037,P105,S4,2024-09-03,2024-09-17,2024-09-15,390,145.24
PO-P108-0028,P108,S6,2024-09-03,2024-09-21,2024-09-17,265,410.91
PO-P102-0056,P102,S5,2024-09-03,2024-09-12,2024-09-11,770,8.16
PO-P101-0099,P101,S3,2024-09-05,2024-09-10,2024-09-11,740,4.2
PO-P103-0051,P103,S5,2024-09-06,2024-09-16,2024-09-17,435,25.08
PO-P107-0033,P107,S4,2024-09-06,2024-09-21,2024-09-20,390,91.23
PO-P102-0057,P102,S5,2024-09-11,2024-09-20,2024-09-17,825,7.66
PO-P104-0044,P104,S4,2024-09-11,2024-09-23,2024-09-24,1030,60.42
PO-P101-0100,P101,S3,2024-09-11,2024-09-16,2024-09-17,735,4.26
PO-P112-0033,P112,S6,2024-09-12,2024-09-28,2024-10-02,560,130.21
PO-P106-0048,P106,S4,2024-09-12,2024-09-23,2024-09-23,670,19.6
PO-P105-0038,P105,S4,2024-09-15,2024-09-29,2024-09-25,450,149.88
PO-P111-0035,P111,S2,2024-09-15,2024-09-30,2024-09-26,1900,70.02
PO-P101-0101,P101,S3,2024-09-17,2024-09-22,2024-09-21,720,4.39
PO-P109-0034,P109,S2,2024-09-17,2024-10-03,2024-10-07,1120,27.29
PO-P103-0052,P103,S5,2024-09-17,2024-09-27,2024-10-03,475,25.85
PO-P102-0058,P102,S5,2024-09-19,2024-09-28,2024-10-01,895,7.78
PO-P110-0030,P110,S2,2024-09-21,2024-10-09,2024-10-13,495,156.52
PO-P108-0029,P108,S6,2024-09-21,2024-10-09,2024-10-14,275,420.84
PO-P101-0102,P101,S3,2024-09-23,2024-09-28,2024-09-27,735,4.15
PO-P107-0034,P107,S4,2024-09-24,2024-10-09,2024-10-05,385,99.56
PO-P104-0045,P104,S4,2024-09-24,2024-10-06,2024-10-03,1035,56.78
PO-P106-0049,P106,S4,2024-09-26,2024-10-07,2024-10-05,665,19.53
PO-P111-0036,P111,S2,2024-09-27,2024-10-12,2024-10-13,2150,68.53
PO-P101-0103,P101,S3,2024-09-29,2024-10-04,2024-10-08,735,4.22
PO-P102-0059,P102,S5,2024-10-01,2024-10-10,2024-10-09,835,7.94
PO-P112-0034,P112,S6,2024-10-02,2024-10-18,2024-10-16,590,128.51
PO-P105-0039,P105,S4,2024-10-02,2024-10-16,2024-10-15,435,146.93
PO-P103-0053,P103,S5,2024-10-03,2024-10-13,2024-10-12,465,25.65
PO-P104-0046,P104,S4,2024-10-04,2024-10-16,2024-10-13,1155,58.11
PO-P109-0035,P109,S2,2024-10-07,2024-10-23,2024-10-30,1330,27.95
PO-P101-0104,P101,S3,2024-10-08,2024-10-13,2024-10-17,710,4.3
PO-P106-0050,P106,S4,2024-10-08,2024-10-19,2024-10-18,700,20.23
PO-P107-0035,P107,S4,2024-10-10,2024-10-25,2024-10-23,420,96.53
PO-P102-0060,P102,S5,2024-10-10,2024-10-19,2024-10-17,885,7.89
PO-P103-0054,P103,S5,2024-10-12,2024-10-22,2024-10-23,525,25.74
PO-P110-0031,P110,S2,2024-10-13,2024-10-31,2024-10-26,495,161.64
PO-P111-0037,P111,S2,2024-10-13,2024-10-28,2024-10-26,2330,71.06
PO-P108-0030,P108,S6,2024-10-14,2024-11-01,2024-10-23,290,432.29
PO-P105-0040,P105,S4,2024-10-15,2024-10-29,2024-10-26,530,155.95
PO-P112-0035,P112,S6,2024-10-17,2024-11-02,2024-11-02,595,132.65
PO-P104-0047,P104,S4,2024-10-17,2024-10-29,2024-10-31,1180,58.58
PO-P101-0105,P101,S3,2024-10-17,2024-10-22,2024-10-23,710,4.23
PO-P106-0051,P106,S4,2024-10-19,2024-10-30,2024-10-31,705,20.32
PO-P102-0061,P102,S5,2024-10-20,2024-10-29,2024-10-28,940,7.8
PO-P101-0106,P101,S3,2024-10-23,2024-10-28,2024-10-29,740,4.15
PO-P103-0055,P103,S5,2024-10-24,2024-11-03,2024-11-01,470,24.69
PO-P108-0031,P108,S6,2024-10-25,2024-11-12,2024-11-19,335,422.85
PO-P107-0036,P107,S4,2024-10-28,2024-11-12,2024-11-12,415,91.15
PO-P101-0107,P101,S3,2024-10-29,2024-11-03,2024-11-05,725,4.27
PO-P111-0038,P111,S2,2024-10-29,2024-11-13,2024-11-16,2375,72.43
PO-P109-0036,P109,S2,2024-10-30,2024-11-15,2024-11-10,1435,28.86
PO-P110-0032,P110,S2,2024-10-31,2024-11-18,2024-11-18,505,168.43
PO-P106-0052,P106,S4,2024-10-31,2024-11-11,2024-11-09,740,19.53
PO-P102-0062,P102,S5,2024-11-01,2024-11-10,2024-11-11,890,7.89
PO-P105-0041,P105,S4,2024-11-01,2024-11-15,2024-11-16,455,146.03
PO-P104-0048,P104,S4,2024-11-13,2024-11-01,2024-11-17,1135,56.11
PO-P112-0036,P112,S6,2024-11-02,2024-11-18,2024-11-18,670,130.73
PO-P101-0108,P101,S3,2024-11-05,2024-11-10,2024-11-10,705,4.2
PO-P103-0056,P103,S5,2024-11-05,2024-11-15,2024-11-11,460,24.69
PO-P101-0109,P101,S3,2024-11-10,2024-11-15,2024-11-16,740,4.06
PO-P106-0053,P106,S4,2024-11-11,2024-11-22,2024-11-22,795,19.95
PO-P102-0063,P102,S5,2024-11-12,2024-11-21,2024-11-22,905,7.69
PO-P109-0037,P109,S2,2024-11-12,2024-11-28,2024-11-28,1510,27.92
PO-P107-0037,P107,S4,2024-11-14,2024-11-29,2024-12-09,415,95.62
PO-P101-0110,P101,S3,2024-11-16,2024-11-21,2024-11-20,740,4.18
PO-P105-0042,P105,S4,2024-11-16,2024-11-30,2024-11-25,480,150.01
PO-P111-0039,P111,S2,2024-11-16,2024-12-01,2024-11-27,2405,71.58
PO-P104-0049,P104,S4,2024-11-17,2024-11-29,2024-12-01,1180,57.12
PO-P103-0057,P103,S5,2024-11-18,2024-11-28,2024-12-01,495,24.96
PO-P108-0032,P108,S6,2024-11-19,2024-12-07,2024-12-11,320,419.62
PO-P110-0033,P110,S2,2024-11-21,2024-12-09,2024-12-07,500,159.75
PO-P101-0111,P101,S3,2024-11-21,2024-11-26,2024-11-23,740,4.26
PO-P106-0054,P106,S4,2024-11-22,2024-12-03,2024-12-07,840,19.32
PO-P112-0037,P112,S6,2024-11-22,2024-12-08,2024-12-06,620,128.15
PO-P102-0064,P102,S5,2024-11-23,2024-12-02,2024-12-03,860,7.58
PO-P101-0112,P101,S3,2024-11-26,2024-12-01,2024-12-01,780,4.29
PO-P105-0043,P105,S4,2024-11-29,2024-12-13,2024-12-10,510,148.06
PO-P111-0040,P111,S2,2024-11-30,2024-12-15,2024-12-08,2540,65.77
PO-P104-0050,P104,S4,2024-12-01,2024-12-13,2024-12-13,1305,57.78
PO-P101-0113,P101,S3,2024-12-01,2024-12-06,2024-12-05,840,4.25
PO-P103-0058,P103,S5,2024-12-01,2024-12-11,2024-12-10,590,25.17
PO-P102-0065,P102,S5,2024-12-03,2024-12-12,2024-12-10,960,7.72
PO-P109-0038,P109,S2,2024-12-04,2024-12-20,2024-12-14,1415,27.28
PO-P101-0114,P101,S3,2024-12-07,2024-12-12,2024-12-12,830,4.19
PO-P106-0055,P106,S4,2024-12-07,2024-12-18,2024-12-27,775,19.48
PO-P107-0038,P107,S4,2024-12-09,2024-12-24,2024-12-20,435,96.95
PO-P112-0038,P112,S6,2024-12-10,2024-12-26,2024-12-21,630,134.79
PO-P108-0033,P108,S6,2024-12-11,2024-12-29,2025-01-04,315,416.75
PO-P110-0034,P110,S2,2024-12-12,2024-12-30,2024-12-24,490,162.01
PO-P103-0059,P103,S5,2024-12-12,2024-12-22,2024-12-18,585,25.64
PO-P105-0044,P105,S4,2024-12-13,2024-12-27,2024-12-28,550,147.48
PO-P104-0051,P104,S4,2024-12-13,2024-12-25,2024-12-21,1395,59.16
PO-P101-0115,P101,S3,2024-12-14,2024-12-19,2024-12-20,740,4.06
PO-P102-0066,P102,S5,2024-12-14,2024-12-23,2024-12-26,850,8.01
PO-P111-0041,P111,S2,2024-12-20,2025-01-04,2025-01-06,2380,70.35
PO-P101-0116,P101,S3,2024-12-20,2024-12-25,2024-12-25,760,4.24
PO-P107-0039,P107,S4,2024-12-20,2025-01-04,2025-01-03,485,95.78
PO-P103-0060,P103,S5,2024-12-23,2025-01-02,2025-01-02,590,25.6
PO-P109-0039,P109,S2,2024-12-23,2025-01-08,2025-01-08,1360,27.99
PO-P101-0117,P101,S3,2024-12-25,2024-12-30,2024-12-30,765,4.27
PO-P104-0052,P104,S4,2024-12-25,2025-01-06,2025-01-05,1415,56.55
PO-P102-0067,P102,S5,2024-12-26,2025-01-04,2025-01-04,900,7.65
PO-P106-0056,P106,S4,2024-12-27,2025-01-07,2025-01-04,810,20.27
PO-P101-0118,P101,S3,2024-12-31,2025-01-05,2025-01-08,785,4.17
PO-P112-0039,P112,S6,2024-12-31,2025-01-16,2025-01-16,595,131.68
PO-P105-0045,P105,S4,2025-01-01,2025-01-15,2025-01-11,520,150.49
PO-P110-0035,P110,S2,2025-01-02,2025-01-20,2025-01-18,485,161.51
PO-P103-0061,P103,S5,2025-01-02,2025-01-12,2025-01-11,580,25.55
PO-P108-0034,P108,S6,2025-01-04,2025-01-22,2025-01-22,305,412.12
PO-P102-0068,P102,S5,2025-01-04,2025-01-13,2025-01-12,980,7.59
PO-P111-0042,P111,S2,2025-01-07,2025-01-22,2025-01-24,2350,70.8
PO-P106-0057,P106,S4,2025-01-08,2025-01-19,2025-01-15,780,19.86
PO-P107-0040,P107,S4,2025-01-08,2025-01-23,2025-01-23,465,96.66
PO-P101-0119,P101,S3,2025-01-08,2025-01-13,2025-01-15,790,4.24
PO-P104-0053,P104,S4,2025-01-09,2025-01-21,2025-01-18,1370,58.4
PO-P109-0040,P109,S2,2025-01-09,2025-01-25,2025-01-22,1365,28.1
PO-P102-0069,P102,S5,2025-01-14,2025-01-23,2025-01-21,915,7.86
PO-P105-0046,P105,S4,2025-01-14,2025-01-28,2025-01-25,580,144.8
PO-P101-0120,P101,S3,2025-01-15,2025-01-20,2025-01-18,870,4.16
PO-P103-0062,P103,S5,2025-01-15,2025-01-25,2025-01-24,550,26.11
PO-P112-0040,P112,S6,2025-01-16,2025-02-01,2025-01-31,645,131.53
PO-P101-0121,P101,S3,2025-01-21,2025-01-26,2025-01-23,840,4.17
PO-P106-0058,P106,S4,2025-01-21,2025-02-01,2025-01-29,765,20.6
PO-P104-0054,P104,S4,2025-01-21,2025-02-02,2025-01-30,1490,58.49
PO-P110-0036,P110,S2,2025-01-22,2025-02-09,2025-02-07,475,161.37
PO-P102-0070,P102,S5,2025-01-23,2025-02-01,2025-02-01,960,7.87
PO-P107-0041,P107,S4,2025-01-23,2025-02-07,2025-02-07,520,92.93
PO-P111-0043,P111,S2,2025-01-24,2025-02-08,2025-02-07,2390,69.46
PO-P108-0035,P108,S6,2025-01-24,2025-02-11,2025-02-20,295,421.22
PO-P103-0063,P103,S5,2025-01-25,2025-02-04,2025-02-03,585,24.97
PO-P101-0122,P101,S3,2025-01-28,2025-02-02,2025-01-30,750,4.32
PO-P109-0041,P109,S2,2025-01-31,2025-02-16,2025-02-09,1240,28.4
PO-P101-0123,P101,S3,2025-02-01,2025-02-06,2025-02-07,790,4.2
PO-P106-0059,P106,S4,2025-02-01,2025-02-12,2025-02-08,800,20.28
PO-P102-0071,P102,S5,2025-02-02,2025-02-11,2025-02-10,980,7.72
PO-P105-0047,P105,S4,2025-02-03,2025-02-17,2025-02-26,520,144.44
PO-P104-0055,P104,S4,2025-02-03,2025-02-15,2025-02-12,1545,57.12
PO-P101-0124,P101,S3,2025-02-07,2025-02-12,2025-02-13,820,4.3
PO-P103-0064,P103,S5,2025-02-07,2025-02-17,2025-02-20,555,24.4
PO-P112-0041,P112,S6,2025-02-08,2025-02-24,2025-02-21,555,130.42
PO-P106-0060,P106,S4,2025-02-11,2025-02-22,2025-02-22,885,20.28
PO-P102-0072,P102,S5,2025-02-12,2025-02-21,2025-02-23,1015,7.82
PO-P107-0042,P107,S4,2025-02-12,2025-02-27,2025-02-23,445,94.6
PO-P101-0125,P101,S3,2025-02-13,2025-02-18,2025-02-16,845,4.24
