date,sku,units_sold,unit_price,promo_flag,on_hand,stockout_flag,lag_1,lag_7,lag_14,lag_28,roll_mean_7,roll_std_7,roll_mean_28,roll_std_28,dow,month,weekofyear,trend_idx
2024-08-15,P104,81,76.76,0,931,0.0,81.0,113.0,96.0,94.0,77.0,35.36005279030748,77.89285714285714,35.03473333254496,3.0,8.0,33.0,0.5406990025127542
2024-08-16,P104,83,76.77,0,848,0.0,81.0,69.0,89.0,81.0,72.42857142857143,31.821675751271236,77.42857142857143,34.899250306527634,4.0,8.0,33.0,0.5416127312875961
2024-08-17,P104,42,76.79,0,806,0.0,83.0,51.0,47.0,44.0,74.42857142857143,32.00967115762117,77.5,34.90887608660048,5.0,8.0,33.0,0.5425264600624381
2024-08-18,P104,20,76.81,0,786,0.0,42.0,17.0,17.0,19.0,73.14285714285714,33.26373686879132,77.42857142857143,34.98193033175052,6.0,8.0,33.0,0.5434401888372802
2024-08-19,P104,84,76.82,0,702,0.0,20.0,90.0,92.0,96.0,73.57142857142857,32.42867631617183,77.46428571428571,34.920525793480245,0.0,8.0,34.0,0.5443539176121222
2024-08-20,P104,99,76.84,0,603,0.0,84.0,118.0,91.0,95.0,72.71428571428571,31.998511870159806,77.03571428571429,34.75787376062848,1.0,8.0,34.0,0.5452676463869641
2024-08-21,P104,77,76.85,0,526,0.0,99.0,81.0,87.0,83.0,70.0,28.083209693100635,77.17857142857143,34.842559725915166,2.0,8.0,34.0,0.5461813751618061
2024-08-22,P104,71,76.87,0,455,0.0,77.0,81.0,113.0,85.0,69.42857142857143,27.861904354973817,76.96428571428571,34.82387659282605,3.0,8.0,34.0,0.5470951039366482
2024-08-23,P104,82,76.89,0,1428,0.0,71.0,83.0,69.0,101.0,68.0,27.42261840160407,76.46428571428571,34.804727374582974,4.0,8.0,34.0,0.5480088327114901
2024-08-24,P104,38,76.9,0,1390,0.0,82.0,42.0,51.0,47.0,67.85714285714286,27.33391404725732,75.78571428571429,34.49246524576283,5.0,8.0,34.0,0.5489225614863321
2024-08-25,P104,22,76.92,0,1368,0.0,38.0,20.0,17.0,20.0,67.28571428571429,27.998299268076188,75.46428571428571,34.81111161775059,6.0,8.0,34.0,0.5498362902611741
2024-08-26,P104,75,76.93,0,1293,0.0,22.0,84.0,90.0,174.0,67.57142857142857,27.43997778702408,75.53571428571429,34.69494801825498,0.0,8.0,35.0,0.5507500190360162
2024-08-27,P104,83,76.95,0,1210,0.0,75.0,99.0,118.0,94.0,66.28571428571429,26.74393567218723,72.0,28.839273633427428,1.0,8.0,35.0,0.5516637478108581
2024-08-28,P104,96,76.96,0,1114,0.0,83.0,77.0,81.0,90.0,64.0,24.02776172125331,71.60714285714286,28.602433573897258,2.0,8.0,35.0,0.5525774765857001
2024-08-29,P104,83,76.98,0,1031,0.0,96.0,71.0,81.0,96.0,66.71428571428571,26.66904751276447,71.82142857142857,28.767334318798508,3.0,8.0,35.0,0.5534912053605422
2024-08-30,P104,71,76.99,0,960,0.0,83.0,82.0,83.0,89.0,68.42857142857143,27.366994371914053,71.35714285714286,28.46598266900632,4.0,8.0,35.0,0.5544049341353842
2024-08-31,P104,57,77.01,0,903,0.0,71.0,38.0,42.0,47.0,66.85714285714286,26.767072878373988,70.71428571428571,28.255261250956206,5.0,8.0,35.0,0.5553186629102261
2024-09-01,P104,17,77.02,0,886,0.0,57.0,22.0,20.0,17.0,69.57142857142857,24.19267893983032,71.07142857142857,28.006518515607723,6.0,9.0,35.0,0.5562323916850681
2024-09-02,P104,89,77.04,0,797,0.0,17.0,75.0,84.0,92.0,68.85714285714286,25.848459473300377,71.07142857142857,28.006518515607723,0.0,9.0,36.0,0.5571461204599102
2024-09-03,P104,92,77.05,0,705,0.0,89.0,83.0,99.0,91.0,70.85714285714286,26.922286749262582,70.96428571428571,27.929119468499415,1.0,9.0,36.0,0.5580598492347522
2024-09-04,P104,100,77.07,0,605,0.0,92.0,96.0,77.0,87.0,72.14285714285714,27.799451861673823,71.0,27.956315128348983,2.0,9.0,36.0,0.5589735780095941
2024-09-05,P104,95,77.08,0,510,0.0,100.0,83.0,71.0,113.0,72.71428571428571,28.406069103358153,71.46428571428571,28.33723129115962,3.0,9.0,36.0,0.5598873067844361
2024-09-06,P104,78,77.1,0,432,0.0,95.0,71.0,82.0,69.0,74.42857142857143,29.472343775462534,70.82142857142857,27.5533873314907,4.0,9.0,36.0,0.5608010355592782
2024-09-07,P104,46,77.11,0,386,0.0,78.0,57.0,38.0,51.0,75.42857142857143,29.455373832614068,71.14285714285714,27.583830859177695,5.0,9.0,36.0,0.5617147643341202
2024-09-08,P104,19,77.13,0,1297,0.0,46.0,17.0,22.0,17.0,73.85714285714286,30.862212987344048,70.96428571428571,27.734831881064256,6.0,9.0,36.0,0.5626284931089621
2024-09-09,P104,99,77.14,0,1198,0.0,19.0,89.0,75.0,90.0,74.14285714285714,30.25132818807886,71.03571428571429,27.592916620376442,0.0,9.0,37.0,0.5635422218838042
2024-09-10,P104,83,77.15,0,1115,0.0,99.0,92.0,83.0,118.0,75.57142857142857,31.288214729389384,71.35714285714286,27.87301135336404,1.0,9.0,37.0,0.5644559506586462
2024-09-11,P104,115,77.17,0,1000,0.0,83.0,100.0,96.0,81.0,74.28571428571429,30.67960389636888,70.10714285714286,26.45238809595147,2.0,9.0,37.0,0.5653696794334881
2024-09-12,P104,84,77.18,0,916,0.0,115.0,95.0,83.0,81.0,76.42857142857143,33.19566810522691,71.32142857142857,27.720902090271366,3.0,9.0,37.0,0.5662834082083301
2024-09-13,P104,87,77.2,0,829,0.0,84.0,78.0,71.0,83.0,74.85714285714286,32.42133336466677,71.42857142857143,27.76545758529172,4.0,9.0,37.0,0.5671971369831722
2024-09-14,P104,42,77.21,0,787,0.0,87.0,46.0,57.0,42.0,76.14285714285714,32.74359261203412,71.57142857142857,27.83739633874967,5.0,9.0,37.0,0.5681108657580142
2024-09-15,P104,17,77.22,0,770,0.0,42.0,19.0,17.0,20.0,75.57142857142857,33.38591091492106,71.57142857142857,27.83739633874967,6.0,9.0,37.0,0.5690245945328561
2024-09-16,P104,84,77.24,0,686,0.0,17.0,99.0,89.0,84.0,75.28571428571429,33.954451282633904,71.46428571428571,28.048215289967732,0.0,9.0,38.0,0.5699383233076981
2024-09-17,P104,87,77.25,0,599,0.0,84.0,83.0,92.0,99.0,73.14285714285714,32.65694704769855,71.46428571428571,28.048215289967732,1.0,9.0,38.0,0.5708520520825402
2024-09-18,P104,91,77.26,0,508,0.0,87.0,115.0,100.0,77.0,73.71428571428571,32.89232071327225,71.03571428571429,27.701426815582018,2.0,9.0,38.0,0.5717657808573822
2024-09-19,P104,83,77.28,0,425,0.0,91.0,84.0,95.0,71.0,70.28571428571429,28.877409196545955,71.53571428571429,27.93840068443846,3.0,9.0,38.0,0.5726795096322241
2024-09-20,P104,95,77.29,0,330,0.0,83.0,87.0,78.0,82.0,70.14285714285714,28.800628300024727,71.96428571428571,28.021793295056938,4.0,9.0,38.0,0.5735932384070662
2024-09-21,P104,45,77.3,0,285,0.0,95.0,42.0,46.0,38.0,71.28571428571429,29.72492941238757,72.42857142857143,28.30054124783894,5.0,9.0,38.0,0.5745069671819082
2024-09-22,P104,18,77.32,0,267,0.0,45.0,17.0,19.0,22.0,71.71428571428571,29.250152624754353,72.67857142857143,28.01461731076799,6.0,9.0,38.0,0.5754206959567502
2024-09-23,P104,91,77.33,0,176,0.0,18.0,84.0,99.0,75.0,71.85714285714286,28.93918088813479,72.53571428571429,28.2914489670657,0.0,9.0,39.0,0.5763344247315921
2024-09-24,P104,109,77.34,0,1097,0.0,91.0,87.0,83.0,83.0,72.85714285714286,29.543349908389192,73.10714285714286,28.503851962841352,1.0,9.0,39.0,0.5772481535064342
2024-09-25,P104,99,77.35,0,998,0.0,109.0,91.0,115.0,96.0,76.0,32.33676957685576,74.03571428571429,29.251757962818946,2.0,9.0,39.0,0.5781618822812762
2024-09-26,P104,192,77.37,1,806,0.0,99.0,83.0,84.0,83.0,77.14285714285714,33.08790600520864,74.14285714285714,29.340547453442696,3.0,9.0,39.0,0.5790756110561182
2024-09-27,P104,76,77.38,0,730,0.0,192.0,95.0,87.0,71.0,92.71428571428571,54.81701161049157,78.03571428571429,36.83344106857758,4.0,9.0,39.0,0.5799893398309601
2024-09-28,P104,43,77.39,0,687,0.0,76.0,45.0,42.0,57.0,90.0,55.15432893255075,78.21428571428571,36.810180901340516,5.0,9.0,39.0,0.5809030686058022
2024-09-29,P104,17,77.4,0,670,0.0,43.0,18.0,17.0,17.0,89.71428571428571,55.430780515625365,77.71428571428571,37.20200825210132,6.0,9.0,39.0,0.5818167973806442
2024-09-30,P104,110,77.41,0,560,0.0,17.0,91.0,84.0,89.0,89.57142857142857,55.647273496722654,77.71428571428571,37.20200825210132,0.0,9.0,40.0,0.5827305261554862
2024-10-01,P104,106,77.43,0,454,0.0,110.0,109.0,87.0,92.0,92.28571428571429,56.18930587966095,78.46428571428571,37.64697827907268,1.0,10.0,40.0,0.5836442549303282
2024-10-02,P104,89,77.44,0,365,0.0,106.0,99.0,91.0,100.0,91.85714285714286,56.05184674753838,78.96428571428571,37.925347863691464,2.0,10.0,40.0,0.5845579837051702
2024-10-03,P104,90,77.45,0,1310,0.0,89.0,192.0,83.0,95.0,90.42857142857143,55.9668269092122,78.57142857142857,37.75596942886282,3.0,10.0,40.0,0.5854717124800122
2024-10-04,P104,83,77.46,0,1227,0.0,90.0,76.0,95.0,78.0,75.85714285714286,34.13418897737067,78.39285714285714,37.687152035825484,4.0,10.0,40.0,0.5863854412548541
2024-10-05,P104,46,77.47,0,1181,0.0,83.0,43.0,45.0,46.0,76.85714285714286,34.241439667107855,78.57142857142857,37.69706597427417,5.0,10.0,40.0,0.5872991700296962
2024-10-06,P104,21,77.48,0,1160,0.0,46.0,17.0,18.0,19.0,77.28571428571429,33.76247564834011,78.57142857142857,37.69706597427417,6.0,10.0,40.0,0.5882128988045382
2024-10-07,P104,95,77.49,0,1065,0.0,21.0,110.0,91.0,99.0,77.85714285714286,32.585418883444184,78.64285714285714,37.58172751998289,0.0,10.0,41.0,0.5891266275793802
2024-10-08,P104,125,77.5,0,940,0.0,95.0,106.0,109.0,83.0,75.71428571428571,30.548945894058132,78.5,37.50901126297415,1.0,10.0,41.0,0.5900403563542221
2024-10-09,P104,114,77.51,0,826,0.0,125.0,89.0,99.0,115.0,78.42857142857143,34.30188110904481,80.0,38.52175912294143,2.0,10.0,41.0,0.5909540851290642
2024-10-10,P104,112,77.53,0,714,0.0,114.0,90.0,192.0,84.0,82.0,36.796738985948195,79.96428571428571,38.488557359545744,3.0,10.0,41.0,0.5918678139039062
2024-10-11,P104,100,77.54,0,614,0.0,112.0,83.0,76.0,87.0,85.14285714285714,38.494279104946564,80.96428571428571,38.958175239472055,4.0,10.0,41.0,0.5927815426787482
2024-10-12,P104,49,77.55,0,565,0.0,100.0,46.0,43.0,42.0,87.57142857142857,38.870970928861354,81.42857142857143,39.10993865486491,5.0,10.0,41.0,0.5936952714535902
2024-10-13,P104,22,77.56,0,1698,0.0,49.0,21.0,17.0,17.0,88.0,38.349272048719136,81.67857142857143,38.87020526242243,6.0,10.0,41.0,0.5946090002284322
2024-10-14,P104,96,77.57,0,1602,0.0,22.0,95.0,110.0,84.0,88.14285714285714,38.05885167048783,81.85714285714286,38.572408374778504,0.0,10.0,42.0,0.5955227290032742
2024-10-15,P104,122,77.58,0,1480,0.0,96.0,125.0,106.0,87.0,88.28571428571429,38.090743782509236,82.28571428571429,38.66365614990779,1.0,10.0,42.0,0.5964364577781162
2024-10-16,P104,107,77.58,0,1373,0.0,122.0,114.0,89.0,91.0,87.85714285714286,37.62281476014513,83.53571428571429,39.38083961903967,2.0,10.0,42.0,0.5973501865529582
2024-10-17,P104,102,77.59,0,1271,0.0,107.0,112.0,90.0,83.0,86.85714285714286,36.89818681827325,84.10714285714286,39.60858426010632,3.0,10.0,42.0,0.5982639153278002
2024-10-18,P104,96,77.6,0,1175,0.0,102.0,100.0,83.0,95.0,85.42857142857143,35.94373910644778,84.78571428571429,39.751410077814825,4.0,10.0,42.0,0.5991776441026422
2024-10-19,P104,62,77.61,0,1113,0.0,96.0,49.0,46.0,45.0,84.85714285714286,35.70447484293147,84.82142857142857,39.761374865778045,5.0,10.0,42.0,0.6000913728774842
2024-10-20,P104,18,77.62,0,1095,0.0,62.0,22.0,21.0,18.0,86.71428571428571,33.81673296714855,85.42857142857143,39.257392388476994,6.0,10.0,42.0,0.6010051016523262
2024-10-21,P104,122,77.63,0,973,0.0,18.0,96.0,95.0,91.0,86.14285714285714,35.10189250087323,85.42857142857143,39.257392388476994,0.0,10.0,43.0,0.6019188304271682
2024-10-22,P104,104,77.64,0,869,0.0,122.0,122.0,125.0,109.0,89.85714285714286,37.60509084077397,86.53571428571429,39.85295392449512,1.0,10.0,43.0,0.6028325592020102
2024-10-23,P104,88,77.65,0,781,0.0,104.0,107.0,114.0,99.0,87.28571428571429,35.60296937857054,86.35714285714286,39.75966156584688,2.0,10.0,43.0,0.6037462879768523
2024-10-24,P104,93,77.65,0,688,0.0,88.0,102.0,112.0,192.0,84.57142857142857,34.558439118191025,85.96428571428571,39.68438646496281,3.0,10.0,43.0,0.6046600167516942
2024-10-25,P104,79,77.66,0,609,0.0,93.0,96.0,100.0,76.0,83.28571428571429,33.96426693705356,82.42857142857143,33.8716844176814,4.0,10.0,43.0,0.6055737455265362
2024-10-26,P104,57,77.67,0,552,0.0,79.0,62.0,49.0,43.0,80.85714285714286,33.508350060985144,82.53571428571429,33.85533728134838,5.0,10.0,43.0,0.6064874743013782
2024-10-27,P104,19,77.68,0,533,0.0,57.0,18.0,22.0,17.0,80.14285714285714,34.02660023877676,83.03571428571429,33.34942072111385,6.0,10.0,43.0,0.6074012030762203
2024-10-28,P104,105,77.69,0,428,0.0,19.0,122.0,96.0,110.0,80.28571428571429,33.72296095004254,83.10714285714286,33.20457273921238,0.0,10.0,44.0,0.6083149318510622
2024-10-29,P104,121,77.69,0,307,0.0,105.0,104.0,122.0,106.0,77.85714285714286,30.69434568683383,82.92857142857143,33.06775151830232,1.0,10.0,44.0,0.6092286606259042
2024-10-30,P104,98,77.7,0,209,0.0,121.0,88.0,107.0,89.0,80.28571428571429,33.63883809782121,83.46428571428571,33.57300739279727,2.0,10.0,44.0,0.6101423894007462
2024-10-31,P104,100,77.71,0,1289,0.0,98.0,93.0,102.0,90.0,81.71428571428571,34.22822561237185,83.78571428571429,33.670909680763806,3.0,10.0,44.0,0.6110561181755882
2024-11-01,P104,85,77.71,0,1204,0.0,100.0,79.0,96.0,83.0,82.71428571428571,34.71173809973742,84.14285714285714,33.79208134910836,4.0,11.0,44.0,0.6119698469504302
2024-11-02,P104,52,77.72,0,1152,0.0,85.0,57.0,62.0,46.0,83.57142857142857,34.67879824358175,84.21428571428571,33.79168990858997,5.0,11.0,44.0,0.6128835757252722
2024-11-03,P104,28,77.73,0,1124,0.0,52.0,19.0,18.0,21.0,82.85714285714286,35.36207276837984,84.42857142857143,33.55860387709669,6.0,11.0,44.0,0.6137973045001143
2024-11-04,P104,114,77.73,0,1010,0.0,28.0,105.0,122.0,95.0,84.14285714285714,32.718132441754555,84.67857142857143,33.091403797527235,0.0,11.0,45.0,0.614634889210386
2024-11-05,P104,107,77.74,0,903,0.0,114.0,121.0,104.0,125.0,85.42857142857143,33.832219076186085,85.35714285714286,33.50313891951487,1.0,11.0,45.0,0.6155486179852281
2024-11-06,P104,101,77.75,0,802,0.0,107.0,98.0,88.0,114.0,83.42857142857143,31.72726032324645,84.71428571428571,32.88121961203078,2.0,11.0,45.0,0.6164623467600701
2024-11-07,P104,105,77.75,0,697,0.0,101.0,100.0,93.0,112.0,83.85714285714286,31.97618161188405,84.25,32.542422455300624,3.0,11.0,45.0,0.617376075534912
2024-11-08,P104,102,77.76,0,595,0.0,105.0,85.0,79.0,100.0,84.57142857142857,32.44922774046222,84.0,32.347648606511804,4.0,11.0,45.0,0.6182898043097541
2024-11-09,P104,53,77.76,0,542,0.0,102.0,52.0,57.0,49.0,87.0,33.11595788538616,84.07142857142857,32.386472451991324,5.0,11.0,45.0,0.6192035330845961
2024-11-10,P104,24,77.77,0,518,0.0,53.0,28.0,19.0,22.0,87.14285714285714,32.941506600986855,84.21428571428571,32.23450778379417,6.0,11.0,45.0,0.620117261859438
2024-11-11,P104,96,77.77,0,422,0.0,24.0,114.0,105.0,96.0,86.57142857142857,34.150925526048596,84.28571428571429,32.09344820971116,0.0,11.0,46.0,0.62103099063428
2024-11-12,P104,100,77.78,0,322,0.0,96.0,107.0,121.0,122.0,84.0,32.372828112477315,84.28571428571429,32.09344820971116,1.0,11.0,46.0,0.6219447194091221
2024-11-13,P104,114,77.78,0,208,0.0,100.0,101.0,98.0,107.0,83.0,31.643851430148864,83.5,31.397688048880447,2.0,11.0,46.0,0.6228584481839641
2024-11-14,P104,93,77.79,0,115,0.0,114.0,105.0,100.0,102.0,84.85714285714286,33.218612109421315,83.75,31.618823507524677,3.0,11.0,46.0,0.623772176958806
2024-11-15,P104,111,77.79,0,4,0.0,93.0,102.0,85.0,96.0,83.14285714285714,32.30288207693226,83.42857142857143,31.47183169877765,4.0,11.0,46.0,0.624685905733648
2024-11-16,P104,56,77.8,0,0,0.0,111.0,53.0,52.0,62.0,84.42857142857143,33.34095151040308,83.96428571428571,31.81949337639042,5.0,11.0,46.0,0.6255996345084901
2024-11-17,P104,18,77.8,0,1117,0.0,56.0,24.0,28.0,18.0,84.85714285714286,32.88580530375062,83.75,31.99262067692756,6.0,11.0,46.0,0.6265133632833321
2024-11-18,P104,111,77.8,0,1006,0.0,18.0,96.0,114.0,122.0,84.0,34.76108935769037,83.75,31.99262067692756,0.0,11.0,47.0,0.627427092058174
2024-11-19,P104,93,77.81,0,913,0.0,111.0,100.0,107.0,104.0,86.14285714285714,36.062115723792374,83.35714285714286,31.570279372893346,1.0,11.0,47.0,0.628340820833016
2024-11-20,P104,120,77.81,0,793,0.0,93.0,114.0,101.0,88.0,85.14285714285714,35.70914248680384,82.96428571428571,31.371704805984933,2.0,11.0,47.0,0.6292545496078581
2024-11-21,P104,106,77.81,0,687,0.0,120.0,93.0,105.0,93.0,86.0,36.5786823163438,84.10714285714286,32.13552238476596,3.0,11.0,47.0,0.6301682783827001
2024-11-22,P104,125,77.82,0,562,0.0,106.0,111.0,102.0,79.0,87.85714285714286,37.315897288906164,84.57142857142857,32.36187579994399,4.0,11.0,47.0,0.631082007157542
2024-11-23,P104,64,77.82,0,498,0.0,125.0,56.0,53.0,57.0,89.85714285714286,39.095731102975876,86.21428571428571,33.22466413492093,5.0,11.0,47.0,0.6319957359323841
2024-11-24,P104,20,77.82,0,478,0.0,64.0,18.0,24.0,19.0,91.0,38.04383436686343,86.46428571428571,33.02241903207808,6.0,11.0,47.0,0.6329094647072261
2024-11-25,P104,86,77.82,0,392,0.0,20.0,111.0,96.0,105.0,91.28571428571429,37.40639110149629,86.5,32.94720805346809,0.0,11.0,48.0,0.6338231934820681
2024-11-26,P104,106,77.83,0,286,0.0,86.0,93.0,100.0,121.0,87.71428571428571,36.39008237470889,85.82142857142857,32.74712718124039,1.0,11.0,48.0,0.63473692225691
2024-11-27,P104,98,77.83,0,188,0.0,106.0,120.0,114.0,98.0,89.57142857142857,37.03087514879603,85.28571428571429,32.26953286496019,2.0,11.0,48.0,0.6356506510317521
2024-11-28,P104,133,77.83,0,55,0.0,98.0,106.0,93.0,100.0,86.42857142857143,34.8896218707758,85.28571428571429,32.26953286496019,3.0,11.0,48.0,0.6365643798065941
2024-11-29,P104,172,77.83,1,0,0.0,133.0,125.0,111.0,85.0,90.28571428571429,38.69846803907661,86.46428571428571,33.40933795264217,4.0,11.0,48.0,0.637478108581436
2024-11-30,P104,64,77.83,0,0,0.0,172.0,64.0,56.0,52.0,97.0,48.54894437575352,89.57142857142857,37.108877415906505,5.0,11.0,48.0,0.638391837356278
2024-12-01,P104,23,77.84,0,1157,0.0,64.0,20.0,18.0,28.0,97.0,48.54894437575352,90.0,36.726214272843414,6.0,12.0,48.0,0.6393055661311201
2024-12-02,P104,111,77.84,0,1046,0.0,23.0,86.0,111.0,114.0,97.42857142857143,47.762806809124235,89.82142857142857,37.04956996944266,0.0,12.0,49.0,0.6402192949059621
2024-12-03,P104,117,77.84,0,929,0.0,111.0,106.0,93.0,107.0,101.0,47.70045422565015,89.71428571428571,36.98133377285141,1.0,12.0,49.0,0.641133023680804
2024-12-04,P104,129,77.84,0,800,0.0,117.0,98.0,120.0,101.0,102.57142857142857,48.072366084398155,90.07142857142857,37.202079363856825,2.0,12.0,49.0,0.6420467524556461
2024-12-05,P104,116,77.84,0,684,0.0,129.0,133.0,106.0,105.0,107.0,49.00000000000016,91.07142857142857,37.87692405226918,3.0,12.0,49.0,0.6429604812304881
2024-12-06,P104,95,77.84,0,589,0.0,116.0,172.0,125.0,102.0,104.57142857142857,47.90566126203036,91.46428571428571,38.083224792315086,4.0,12.0,49.0,0.6438742100053301
2024-12-07,P104,70,77.84,0,519,0.0,95.0,64.0,64.0,53.0,93.57142857142857,37.56708285568261,91.21428571428571,38.03444554110182,5.0,12.0,49.0,0.644787938780172
2024-12-08,P104,49,77.84,1,470,0.0,70.0,23.0,20.0,24.0,94.42857142857143,36.84135874646486,91.82142857142857,37.53423481395052,6.0,12.0,49.0,0.6457016675550141
2024-12-09,P104,109,77.84,0,361,0.0,49.0,111.0,86.0,96.0,98.14285714285714,28.89307051542869,92.71428571428571,36.132325880642746,0.0,12.0,50.0,0.6466153963298561
2024-12-10,P104,82,77.84,0,279,0.0,109.0,117.0,106.0,100.0,97.85714285714286,28.75429574532359,93.17857142857143,36.25940855825837,1.0,12.0,50.0,0.6475291251046981
2024-12-11,P104,125,77.84,0,154,0.0,82.0,129.0,98.0,114.0,92.85714285714286,27.90118618403522,92.53571428571429,36.293537985031044,2.0,12.0,50.0,0.64844285387954
2024-12-12,P104,215,77.84,1,0,0.0,125.0,116.0,133.0,93.0,92.28571428571429,27.06605676066308,92.92857142857143,36.59278270413085,3.0,12.0,50.0,0.6493565826543821
2024-12-13,P104,110,77.84,0,1195,0.0,215.0,95.0,172.0,111.0,106.42857142857143,53.99338583832033,97.28571428571429,43.25793195760365,4.0,12.0,50.0,0.6502703114292241
2024-12-14,P104,57,77.84,0,1138,0.0,110.0,70.0,64.0,56.0,108.57142857142857,53.76137753337178,97.25,43.246601236611745,5.0,12.0,50.0,0.6511840402040661
2024-12-15,P104,23,77.84,0,1115,0.0,57.0,49.0,23.0,18.0,106.71428571428571,55.51190348539171,97.28571428571429,43.21167292814139,6.0,12.0,50.0,0.6520977689789081
2024-12-16,P104,111,77.83,0,1004,0.0,23.0,109.0,111.0,111.0,103.0,60.64926490348706,97.46428571428571,42.88095678767493,0.0,12.0,51.0,0.6530114977537501
2024-12-17,P104,127,77.83,0,877,0.0,111.0,82.0,117.0,93.0,103.28571428571429,60.686940620736316,97.46428571428571,42.88095678767493,1.0,12.0,51.0,0.6539252265285921
2024-12-18,P104,127,77.83,0,750,0.0,127.0,125.0,129.0,120.0,109.71428571428571,60.43926506754346,98.67857142857143,43.229836722670754,2.0,12.0,51.0,0.6548389553034341
2024-12-19,P104,113,77.83,0,637,0.0,127.0,215.0,116.0,106.0,110.0,60.52823032822523,98.92857142857143,43.37769402151673,3.0,12.0,51.0,0.6557526840782761
2024-12-20,P104,122,77.83,0,515,0.0,113.0,110.0,95.0,125.0,95.42857142857143,39.74861483061252,99.17857142857143,43.44008523577037,4.0,12.0,51.0,0.6566664128531181
2024-12-21,P104,60,77.82,0,1850,0.0,122.0,57.0,70.0,64.0,97.14285714285714,40.72848541020809,99.07142857142857,43.37769402151673,5.0,12.0,51.0,0.6575801416279601
2024-12-22,P104,23,77.82,0,1827,0.0,60.0,23.0,49.0,20.0,97.57142857142857,40.24863203827418,98.92857142857143,43.50387685698013,6.0,12.0,51.0,0.658493870402802
2024-12-23,P104,120,77.82,0,1707,0.0,23.0,111.0,109.0,86.0,97.57142857142857,40.24863203827418,99.03571428571429,43.30553137439878,0.0,12.0,52.0,0.6594075991776441
2024-12-24,P104,104,77.82,0,1603,0.0,120.0,127.0,82.0,106.0,98.85714285714286,40.88776741043137,100.25,43.4030422214165,1.0,12.0,52.0,0.6603213279524861
2024-12-25,P104,123,77.81,0,1480,0.0,104.0,127.0,125.0,98.0,95.57142857142857,39.1359048396617,100.17857142857143,43.39487388350228,2.0,12.0,52.0,0.6612350567273281
2024-12-26,P104,97,77.81,0,1383,0.0,123.0,113.0,215.0,133.0,95.0,38.62641583165603,101.07142857142857,43.60506984746275,3.0,12.0,52.0,0.6621487855021702
2024-12-27,P104,99,77.81,0,1284,0.0,97.0,122.0,110.0,172.0,92.71428571428571,37.8493253383919,99.78571428571429,43.157212300436676,4.0,12.0,52.0,0.6630625142770121
2024-12-28,P104,48,77.8,0,1236,0.0,99.0,60.0,57.0,64.0,89.42857142857143,35.827629667884146,97.17857142857143,40.77222508797292,5.0,12.0,52.0,0.6639762430518541
2024-12-29,P104,24,77.8,0,1212,0.0,48.0,23.0,23.0,23.0,87.71428571428571,37.70815245944522,96.60714285714286,41.3623010371756,6.0,12.0,52.0,0.6648899718266961
2024-12-30,P104,139,77.79,0,1073,0.0,24.0,120.0,111.0,111.0,87.85714285714286,37.422936689631854,96.64285714285714,41.29677082319235,0.0,12.0,1.0,0.6658037006015382
2024-12-31,P104,122,77.79,0,951,0.0,139.0,104.0,127.0,117.0,90.57142857142857,40.689298932508684,97.64285714285714,41.990487710921485,1.0,12.0,1.0,0.6667174293763801
2025-01-01,P104,130,77.79,0,821,0.0,122.0,123.0,127.0,129.0,93.14285714285714,42.219381692253585,97.82142857142857,42.086378170534196,2.0,1.0,1.0,0.6676311581512221
2025-01-02,P104,148,77.78,0,673,0.0,130.0,97.0,113.0,116.0,94.14285714285714,43.117778898534006,97.85714285714286,42.11423115300166,3.0,1.0,1.0,0.6685448869260641
2025-01-03,P104,117,77.78,0,556,0.0,148.0,99.0,122.0,95.0,101.42857142857143,47.74186542528189,99.0,43.04863743703364,4.0,1.0,1.0,0.6694586157009061
2025-01-04,P104,57,77.77,0,499,0.0,117.0,48.0,60.0,70.0,104.0,48.0728613668878,99.78571428571429,43.17351480887756,5.0,1.0,1.0,0.6703723444757481
2025-01-05,P104,23,77.77,0,1891,0.0,57.0,24.0,23.0,49.0,105.28571428571429,46.4173612840222,99.32142857142857,43.57373790393273,6.0,1.0,1.0,0.6712860732505901
2025-01-06,P104,119,77.76,0,1772,0.0,23.0,139.0,120.0,109.0,105.14285714285714,46.70984397115385,98.39285714285714,44.94139334710068,0.0,1.0,2.0,0.6721998020254322
2025-01-07,P104,115,77.76,0,1657,0.0,119.0,122.0,104.0,82.0,102.28571428571429,44.869121846077036,98.75,45.068363709007635,1.0,1.0,2.0,0.6731135308002741
2025-01-08,P104,114,77.75,0,1543,0.0,115.0,130.0,123.0,125.0,101.28571428571429,44.432399161401435,99.92857142857143,45.045597122313836,2.0,1.0,2.0,0.6740272595751161
2025-01-09,P104,132,77.74,0,1411,0.0,114.0,148.0,97.0,215.0,99.0,43.10065738091099,99.53571428571429,44.866453807367776,3.0,1.0,2.0,0.6749409883499581
2025-01-10,P104,126,77.74,0,1285,0.0,132.0,117.0,99.0,110.0,96.71428571428571,40.409216299066856,96.57142857142857,39.35915213953227,4.0,1.0,2.0,0.6758547171248002
2025-01-11,P104,51,77.73,0,1234,0.0,126.0,57.0,48.0,57.0,98.0,41.295681775862995,97.14285714285714,39.67620266861546,5.0,1.0,2.0,0.6767684458996421
