date,sku,on_hand,on_order
2023-05-06,P104,262,1060
2023-05-07,P104,1305,0
2023-05-08,P104,1218,0
2023-05-09,P104,1108,1045
2023-05-10,P104,1006,1045
2023-05-11,P104,933,1045
2023-05-12,P104,836,1045
2023-05-13,P104,783,1045
2023-05-14,P104,767,1045
2023-05-15,P104,703,1045
2023-05-16,P104,612,1045
2023-05-17,P104,511,1045
2023-05-18,P104,408,1045
2023-05-19,P104,1378,0
2023-05-20,P104,1323,0
2023-05-21,P104,1309,0
2023-05-22,P104,1225,0
2023-05-23,P104,1138,0
2023-05-24,P104,1038,1000
2023-05-25,P104,939,1000
2023-05-26,P104,848,1000
2023-05-27,P104,810,1000
2023-05-28,P104,790,1000
2023-05-29,P104,699,1000
2023-05-30,P104,626,1000
2023-05-31,P104,558,1000
2023-06-01,P104,463,1000
2023-06-02,P104,384,1000
2023-06-03,P104,346,1000
2023-06-04,P104,1329,0
2023-06-05,P104,1240,0
2023-06-06,P104,1153,0
2023-06-07,P104,1081,0
2023-06-08,P104,980,945
2023-06-09,P104,891,945
2023-06-10,P104,849,945
2023-06-11,P104,816,945
2023-06-12,P104,729,945
2023-06-13,P104,653,945
2023-06-14,P104,565,945
2023-06-15,P104,494,945
2023-06-16,P104,416,945
2023-06-17,P104,378,945
2023-06-18,P104,1308,0
2023-06-19,P104,1210,0
2023-06-20,P104,1123,0
2023-06-21,P104,1037,975
2023-06-22,P104,973,975
2023-06-23,P104,900,975
2023-06-24,P104,855,975
2023-06-25,P104,838,975
2023-06-26,P104,775,975
2023-06-27,P104,688,975
2023-06-28,P104,601,975
2023-06-29,P104,508,975
2023-06-30,P104,436,975
2023-07-01,P104,404,975
2023-07-02,P104,1364,0
2023-07-03,P104,1292,0
2023-07-04,P104,1201,0
2023-07-05,P104,1143,0
2023-07-06,P104,1066,0
2023-07-07,P104,977,0
2023-07-08,P104,935,885
2023-07-09,P104,917,885
2023-07-10,P104,851,885
2023-07-11,P104,782,885
2023-07-12,P104,687,885
2023-07-13,P104,606,885
2023-07-14,P104,529,885
2023-07-15,P104,492,885
2023-07-16,P104,475,885
2023-07-17,P104,404,885
2023-07-18,P104,236,885
2023-07-19,P104,1014,1000
2023-07-20,P104,930,1000
2023-07-21,P104,859,1000
2023-07-22,P104,829,1000
2023-07-23,P104,815,1000
2023-07-24,P104,721,1000
2023-07-25,P104,647,1000
2023-07-26,P104,568,1000
2023-07-27,P104,483,1000
2023-07-28,P104,1395,0
2023-07-29,P104,1354,0
2023-07-30,P104,1338,0
2023-07-31,P104,1257,0
2023-08-01,P104,1179,0
2023-08-02,P104,1102,0
2023-08-03,P104,1019,0
2023-08-04,P104,941,905
2023-08-05,P104,889,905
2023-08-06,P104,871,905
2023-08-07,P104,780,905
2023-08-08,P104,706,905
2023-08-09,P104,619,905
2023-08-10,P104,545,905
2023-08-11,P104,465,905
2023-08-12,P104,420,905
2023-08-13,P104,403,905
2023-08-14,P104,300,905
2023-08-15,P104,203,905
2023-08-16,P104,1015,980
2023-08-17,P104,928,980
2023-08-18,P104,836,980
2023-08-19,P104,800,980
2023-08-20,P104,781,980
2023-08-21,P104,708,980
2023-08-22,P104,628,980
2023-08-23,P104,457,980
2023-08-24,P104,365,980
2023-08-25,P104,297,980
2023-08-26,P104,1237,0
2023-08-27,P104,1220,0
2023-08-28,P104,1139,0
2023-08-29,P104,1045,1030
2023-08-30,P104,929,1030
2023-08-31,P104,843,1030
2023-09-01,P104,771,1030
2023-09-02,P104,734,1030
2023-09-03,P104,717,1030
2023-09-04,P104,642,1030
2023-09-05,P104,551,1030
2023-09-06,P104,462,1030
2023-09-07,P104,383,1030
2023-09-08,P104,287,1030
2023-09-09,P104,1277,0
2023-09-10,P104,1260,0
2023-09-11,P104,1170,0
2023-09-12,P104,1074,0
2023-09-13,P104,976,970
2023-09-14,P104,888,970
2023-09-15,P104,798,970
2023-09-16,P104,757,970
2023-09-17,P104,737,970
2023-09-18,P104,643,970
2023-09-19,P104,539,970
2023-09-20,P104,467,970
2023-09-21,P104,390,970
2023-09-22,P104,301,970
2023-09-23,P104,269,970
2023-09-24,P104,250,970
2023-09-25,P104,153,970
2023-09-26,P104,68,970
2023-09-27,P104,953,980
2023-09-28,P104,876,980
2023-09-29,P104,798,980
2023-09-30,P104,755,980
2023-10-01,P104,738,980
2023-10-02,P104,657,980
2023-10-03,P104,568,980
2023-10-04,P104,480,980
2023-10-05,P104,373,980
2023-10-06,P104,292,980
2023-10-07,P104,244,980
2023-10-08,P104,227,980
2023-10-09,P104,143,980
2023-10-10,P104,1047,0
2023-10-11,P104,971,950
2023-10-12,P104,893,950
2023-10-13,P104,739,950
2023-10-14,P104,686,950
2023-10-15,P104,671,950
2023-10-16,P104,585,950
2023-10-17,P104,504,950
2023-10-18,P104,413,950
2023-10-19,P104,311,950
2023-10-20,P104,228,950
2023-10-21,P104,180,950
2023-10-22,P104,158,950
2023-10-23,P104,60,950
2023-10-24,P104,921,1065
2023-10-25,P104,824,1065
2023-10-26,P104,739,1065
2023-10-27,P104,646,1065
2023-10-28,P104,594,1065
2023-10-29,P104,577,1065
2023-10-30,P104,480,1065
2023-10-31,P104,382,1065
2023-11-01,P104,279,1065
2023-11-02,P104,175,1065
2023-11-03,P104,79,1065
2023-11-04,P104,31,1065
2023-11-05,P104,9,1065
2023-11-06,P104,986,1075
2023-11-07,P104,900,1075
2023-11-08,P104,836,1075
2023-11-09,P104,740,1075
2023-11-10,P104,656,1075
2023-11-11,P104,603,1075
2023-11-12,P104,587,1075
2023-11-13,P104,495,1075
2023-11-14,P104,387,1075
2023-11-15,P104,211,1075
2023-11-16,P104,1183,1120
2023-11-17,P104,1095,1120
2023-11-18,P104,1043,1120
2023-11-19,P104,1021,1120
2023-11-20,P104,910,1120
2023-11-21,P104,804,1120
2023-11-22,P104,710,1120
2023-11-23,P104,615,1120
2023-11-24,P104,513,1120
2023-11-25,P104,466,1120
2023-11-26,P104,1565,0
2023-11-27,P104,1467,0
2023-11-28,P104,1362,0
2023-11-29,P104,1269,0
2023-11-30,P104,1100,1190
2023-12-01,P104,997,1190
2023-12-02,P104,938,1190
2023-12-03,P104,921,1190
2023-12-04,P104,813,1190
2023-12-05,P104,692,1190
2023-12-06,P104,579,1190
2023-12-07,P104,480,1190
2023-12-08,P104,392,1190
2023-12-09,P104,337,1190
2023-12-10,P104,315,1190
2023-12-11,P104,209,1190
2023-12-12,P104,102,1190
2023-12-13,P104,7,1190
2023-12-14,P104,1087,1190
2023-12-15,P104,982,1190
2023-12-16,P104,926,1190
2023-12-17,P104,904,1190
2023-12-18,P104,778,1190
2023-12-19,P104,675,1190
2023-12-20,P104,551,1190
2023-12-21,P104,453,1190
2023-12-22,P104,339,1190
2023-12-23,P104,276,1190
2023-12-24,P104,254,1190
2023-12-25,P104,1317,1255
2023-12-26,P104,1199,1255
2023-12-27,P104,1099,1255
2023-12-28,P104,996,1255
2023-12-29,P104,881,1255
2023-12-30,P104,819,1255
2023-12-31,P104,799,1255
2024-01-01,P104,692,1255
2024-01-02,P104,576,1255
2024-01-03,P104,471,1255
2024-01-04,P104,335,1255
2024-01-05,P104,229,1255
2024-01-06,P104,173,1255
2024-01-07,P104,147,1255
2024-01-08,P104,42,1255
2024-01-09,P104,0,1255
2024-01-10,P104,1163,1260
2024-01-11,P104,1059,1260
2024-01-12,P104,943,1260
2024-01-13,P104,876,1260
2024-01-14,P104,855,1260
2024-01-15,P104,755,1260
2024-01-16,P104,633,1260
2024-01-17,P104,528,1260
2024-01-18,P104,1682,0
2024-01-19,P104,1473,0
2024-01-20,P104,1419,1335
2024-01-21,P104,1401,1335
2024-01-22,P104,1306,1335
2024-01-23,P104,1079,1335
2024-01-24,P104,989,1335
2024-01-25,P104,882,1335
2024-01-26,P104,793,1335
2024-01-27,P104,676,1335
2024-01-28,P104,647,1335
2024-01-29,P104,478,1335
2024-01-30,P104,359,1335
2024-01-31,P104,1592,1510
2024-02-01,P104,1485,1510
2024-02-02,P104,1359,1510
2024-02-03,P104,1304,1510
2024-02-04,P104,1282,1510
2024-02-05,P104,1182,1510
2024-02-06,P104,1052,1510
2024-02-07,P104,979,1510
2024-02-08,P104,874,1510
2024-02-09,P104,769,1510
2024-02-10,P104,715,1510
2024-02-11,P104,690,1510
2024-02-12,P104,564,1510
2024-02-13,P104,1976,0
2024-02-14,P104,1836,0
2024-02-15,P104,1743,0
2024-02-16,P104,1623,0
2024-02-17,P104,1564,0
2024-02-18,P104,1542,0
2024-02-19,P104,1436,0
2024-02-20,P104,1209,1335
2024-02-21,P104,1093,1335
2024-02-22,P104,994,1335
2024-02-23,P104,892,1335
2024-02-24,P104,839,1335
2024-02-25,P104,819,1335
2024-02-26,P104,718,1335
2024-02-27,P104,618,1335
2024-02-28,P104,511,1335
2024-02-29,P104,396,1335
2024-03-01,P104,290,1335
2024-03-02,P104,220,1335
2024-03-03,P104,203,1335
2024-03-04,P104,87,1335
2024-03-05,P104,1308,1220
2024-03-06,P104,1186,1220
2024-03-07,P104,1069,1220
2024-03-08,P104,967,1220
2024-03-09,P104,909,1220
2024-03-10,P104,888,1220
2024-03-11,P104,771,1220
2024-03-12,P104,681,1220
2024-03-13,P104,560,1220
2024-03-14,P104,452,1220
2024-03-15,P104,1575,0
2024-03-16,P104,1520,0
2024-03-17,P104,1498,0
2024-03-18,P104,1374,0
2024-03-19,P104,1222,1290
2024-03-20,P104,1097,1290
2024-03-21,P104,997,1290
2024-03-22,P104,888,1290
2024-03-23,P104,828,1290
2024-03-24,P104,808,1290
2024-03-25,P104,716,1290
2024-03-26,P104,606,1290
2024-03-27,P104,487,1290
2024-03-28,P104,400,1290
2024-03-29,P104,307,1290
2024-03-30,P104,248,1290
2024-03-31,P104,226,1290
2024-04-01,P104,0,1290
2024-04-02,P104,0,1290
2024-04-03,P104,1155,1330
2024-04-04,P104,999,1330
2024-04-05,P104,922,1330
2024-04-06,P104,868,1330
2024-04-07,P104,849,1330
2024-04-08,P104,745,1330
2024-04-09,P104,637,1330
2024-04-10,P104,533,1330
2024-04-11,P104,439,1330
2024-04-12,P104,336,1330
2024-04-13,P104,284,1330
2024-04-14,P104,260,1330
2024-04-15,P104,159,1330
2024-04-16,P104,63,1330
2024-04-17,P104,1308,0
2024-04-18,P104,1208,0
2024-04-19,P104,1125,1115
2024-04-20,P104,1080,1115
2024-04-21,P104,1058,1115
2024-04-22,P104,976,1115
2024-04-23,P104,854,1115
2024-04-24,P104,749,1115
2024-04-25,P104,649,1115
2024-04-26,P104,565,1115
2024-04-27,P104,508,1115
2024-04-28,P104,487,1115
2024-04-29,P104,394,1115
2024-04-30,P104,288,1115
2024-05-01,P104,205,1115
2024-05-02,P104,1239,0
2024-05-03,P104,1157,1070
2024-05-04,P104,1104,1070
2024-05-05,P104,1083,1070
2024-05-06,P104,973,1070
2024-05-07,P104,881,1070
2024-05-08,P104,699,1070
2024-05-09,P104,603,1070
2024-05-10,P104,520,1070
2024-05-11,P104,467,1070
2024-05-12,P104,447,1070
2024-05-13,P104,356,1070
2024-05-14,P104,255,1070
2024-05-15,P104,158,1070
2024-05-16,P104,64,1070
2024-05-17,P104,0,1070
2024-05-18,P104,0,1070
2024-05-19,P104,0,1070
2024-05-20,P104,0,1070
2024-05-21,P104,0,1070
2024-05-22,P104,975,1135
2024-05-23,P104,873,1135
2024-05-24,P104,782,1135
2024-05-25,P104,736,1135
2024-05-26,P104,718,1135
2024-05-27,P104,617,1135
2024-05-28,P104,545,1135
2024-05-29,P104,1576,0
2024-05-30,P104,1502,0
2024-05-31,P104,1427,0
2024-06-01,P104,1381,0
2024-06-02,P104,1357,0
2024-06-03,P104,1247,0
2024-06-04,P104,1143,0
2024-06-05,P104,1045,1050
2024-06-06,P104,972,1050
2024-06-07,P104,883,1050
2024-06-08,P104,838,1050
2024-06-09,P104,821,1050
2024-06-10,P104,728,1050
2024-06-11,P104,638,1050
2024-06-12,P104,536,1050
2024-06-13,P104,465,1050
2024-06-14,P104,378,1050
2024-06-15,P104,335,1050
2024-06-16,P104,317,1050
2024-06-17,P104,223,1050
2024-06-18,P104,1191,0
2024-06-19,P104,1097,0
2024-06-20,P104,1010,1000
2024-06-21,P104,931,1000
2024-06-22,P104,887,1000
2024-06-23,P104,869,1000
2024-06-24,P104,787,1000
2024-06-25,P104,694,1000
2024-06-26,P104,606,1000
2024-06-27,P104,523,1000
2024-06-28,P104,424,1000
2024-06-29,P104,376,1000
2024-06-30,P104,358,1000
2024-07-01,P104,268,1000
2024-07-02,P104,186,1000
2024-07-03,P104,1100,0
2024-07-04,P104,1015,985
2024-07-05,P104,943,985
2024-07-06,P104,895,985
2024-07-07,P104,878,985
2024-07-08,P104,793,985
2024-07-09,P104,707,985
2024-07-10,P104,588,985
2024-07-11,P104,507,985
2024-07-12,P104,443,985
2024-07-13,P104,405,985
2024-07-14,P104,385,985
2024-07-15,P104,284,985
2024-07-16,P104,1185,0
2024-07-17,P104,1083,0
2024-07-18,P104,989,1000
2024-07-19,P104,908,1000
2024-07-20,P104,864,1000
2024-07-21,P104,845,1000
2024-07-22,P104,749,1000
2024-07-23,P104,654,1000
2024-07-24,P104,571,1000
2024-07-25,P104,486,1000
2024-07-26,P104,385,1000
2024-07-27,P104,338,1000
2024-07-28,P104,318,1000
2024-07-29,P104,1144,1110
2024-07-30,P104,1050,1110
2024-07-31,P104,960,1110
2024-08-01,P104,864,1110
2024-08-02,P104,775,1110
2024-08-03,P104,728,1110
2024-08-04,P104,711,1110
2024-08-05,P104,619,1110
2024-08-06,P104,528,1110
2024-08-07,P104,441,1110
2024-08-08,P104,328,1110
2024-08-09,P104,1369,0
2024-08-10,P104,1318,0
2024-08-11,P104,1301,0
2024-08-12,P104,1211,0
2024-08-13,P104,1093,1055
2024-08-14,P104,1012,1055
2024-08-15,P104,931,1055
2024-08-16,P104,848,1055
2024-08-17,P104,806,1055
2024-08-18,P104,786,1055
2024-08-19,P104,702,1055
2024-08-20,P104,603,1055
2024-08-21,P104,526,1055
2024-08-22,P104,455,1055
2024-08-23,P104,1428,0
2024-08-24,P104,1390,0
2024-08-25,P104,1368,0
2024-08-26,P104,1293,0
2024-08-27,P104,1210,0
2024-08-28,P104,1114,0
2024-08-29,P104,1031,0
2024-08-30,P104,960,930
2024-08-31,P104,903,930
2024-09-01,P104,886,930
2024-09-02,P104,797,930
2024-09-03,P104,705,930
2024-09-04,P104,605,930
2024-09-05,P104,510,930
2024-09-06,P104,432,930
2024-09-07,P104,386,930
2024-09-08,P104,1297,0
2024-09-09,P104,1198,0
2024-09-10,P104,1115,0
2024-09-11,P104,1000,1030
2024-09-12,P104,916,1030
2024-09-13,P104,829,1030
2024-09-14,P104,787,1030
2024-09-15,P104,770,1030
2024-09-16,P104,686,1030
2024-09-17,P104,599,1030
2024-09-18,P104,508,1030
2024-09-19,P104,425,1030
2024-09-20,P104,330,1030
2024-09-21,P104,285,1030
2024-09-22,P104,267,1030
2024-09-23,P104,176,1030
2024-09-24,P104,1097,1035
2024-09-25,P104,998,1035
2024-09-26,P104,806,1035
2024-09-27,P104,730,1035
2024-09-28,P104,687,1035
2024-09-29,P104,670,1035
2024-09-30,P104,560,1035
2024-10-01,P104,454,1035
2024-10-02,P104,365,1035
2024-10-03,P104,1310,0
2024-10-04,P104,1227,1155
2024-10-05,P104,1181,1155
2024-10-06,P104,1160,1155
2024-10-07,P104,1065,1155
2024-10-08,P104,940,1155
2024-10-09,P104,826,1155
2024-10-10,P104,714,1155
2024-10-11,P104,614,1155
2024-10-12,P104,565,1155
2024-10-13,P104,1698,0
2024-10-14,P104,1602,0
2024-10-15,P104,1480,0
2024-10-16,P104,1373,0
2024-10-17,P104,1271,1180
2024-10-18,P104,1175,1180
2024-10-19,P104,1113,1180
2024-10-20,P104,1095,1180
2024-10-21,P104,973,1180
2024-10-22,P104,869,1180
2024-10-23,P104,781,1180
2024-10-24,P104,688,1180
2024-10-25,P104,609,1180
2024-10-26,P104,552,1180
2024-10-27,P104,533,1180
2024-10-28,P104,428,1180
2024-10-29,P104,307,1180
2024-10-30,P104,209,1180
2024-10-31,P104,1289,0
2024-11-01,P104,1204,1135
2024-11-02,P104,1152,1135
2024-11-03,P104,1124,1135
2024-11-04,P104,1010,1135
2024-11-05,P104,903,1135
2024-11-06,P104,802,1135
2024-11-07,P104,697,1135
2024-11-08,P104,595,1135
2024-11-09,P104,542,1135
2024-11-10,P104,518,1135
2024-11-11,P104,422,1135
2024-11-12,P104,322,1135
2024-11-13,P104,208,1135
2024-11-14,P104,115,1135
2024-11-15,P104,4,1135
2024-11-16,P104,0,1135
2024-11-17,P104,1117,1180
2024-11-18,P104,1006,1180
2024-11-19,P104,913,1180
2024-11-20,P104,793,1180
2024-11-21,P104,687,1180
2024-11-22,P104,562,1180
2024-11-23,P104,498,1180
2024-11-24,P104,478,1180
2024-11-25,P104,392,1180
2024-11-26,P104,286,1180
2024-11-27,P104,188,1180
2024-11-28,P104,55,1180
2024-11-29,P104,0,1180
2024-11-30,P104,0,1180
2024-12-01,P104,1157,1305
2024-12-02,P104,1046,1305
2024-12-03,P104,929,1305
2024-12-04,P104,800,1305
2024-12-05,P104,684,1305
2024-12-06,P104,589,1305
2024-12-07,P104,519,1305
2024-12-08,P104,470,1305
2024-12-09,P104,361,1305
2024-12-10,P104,279,1305
2024-12-11,P104,154,1305
2024-12-12,P104,0,1305
2024-12-13,P104,1195,1395
2024-12-14,P104,1138,1395
2024-12-15,P104,1115,1395
2024-12-16,P104,1004,1395
2024-12-17,P104,877,1395
2024-12-18,P104,750,1395
2024-12-19,P104,637,1395
2024-12-20,P104,515,1395
2024-12-21,P104,1850,0
2024-12-22,P104,1827,0
2024-12-23,P104,1707,0
2024-12-24,P104,1603,0
2024-12-25,P104,1480,1415
2024-12-26,P104,1383,1415
2024-12-27,P104,1284,1415
2024-12-28,P104,1236,1415
2024-12-29,P104,1212,1415
2024-12-30,P104,1073,1415
2024-12-31,P104,951,1415
2025-01-01,P104,821,1415
2025-01-02,P104,673,1415
2025-01-03,P104,556,1415
2025-01-04,P104,499,1415
2025-01-05,P104,1891,0
2025-01-06,P104,1772,0
2025-01-07,P104,1657,0
2025-01-08,P104,1543,0
2025-01-09,P104,1411,1370
2025-01-10,P104,1285,1370
2025-01-11,P104,1234,1370
2025-01-12,P104,1211,1370
2025-01-13,P104,1097,1370
2025-01-14,P104,964,1370
2025-01-15,P104,826,1370
2025-01-16,P104,671,1370
2025-01-17,P104,563,1370
2025-01-18,P104,1873,0
2025-01-19,P104,1846,0
2025-01-20,P104,1734,0
2025-01-21,P104,1518,1490
2025-01-22,P104,1260,1490
2025-01-23,P104,1175,1490
2025-01-24,P104,1059,1490
2025-01-25,P104,997,1490
2025-01-26,P104,938,1490
2025-01-27,P104,817,1490
2025-01-28,P104,708,1490
2025-01-29,P104,588,1490
2025-01-30,P104,1985,0
2025-01-31,P104,1886,0
2025-02-01,P104,1819,0
2025-02-02,P104,1794,0
2025-02-03,P104,1660,1545
2025-02-04,P104,1561,1545
2025-02-05,P104,1440,1545
2025-02-06,P104,1326,1545
2025-02-07,P104,1199,1545
2025-02-08,P104,1131,1545
2025-02-09,P104,1081,1545
2025-02-10,P104,939,1545
2025-02-11,P104,818,1545
2025-02-12,P104,2221,0
2025-02-13,P104,2115,0
2025-02-14,P104,2014,0
2025-02-15,P104,1946,0
2025-02-16,P104,1925,0
2025-02-17,P104,1796,0
2025-02-18,P104,1669,0
2025-02-19,P104,1531,1435
2025-02-20,P104,1306,1435
2025-02-21,P104,1191,1435
2025-02-22,P104,1125,1435
2025-02-23,P104,1102,1435
2025-02-24,P104,991,1435
2025-02-25,P104,859,1435
2025-02-26,P104,736,1435
2025-02-27,P104,622,1435
2025-02-28,P104,1944,0
2025-03-01,P104,1871,0
2025-03-02,P104,1847,0
2025-03-03,P104,1733,0
2025-03-04,P104,1632,0
2025-03-05,P104,1510,1435
2025-03-06,P104,1383,1435
2025-03-07,P104,1260,1435
2025-03-08,P104,1197,1435
2025-03-09,P104,1170,1435
2025-03-10,P104,1041,1435
2025-03-11,P104,902,1435
2025-03-12,P104,767,1435
2025-03-13,P104,629,1435
2025-03-14,P104,519,1435
2025-03-15,P104,466,1435
2025-03-16,P104,440,1435
2025-03-17,P104,311,1435
2025-03-18,P104,1602,0
2025-03-19,P104,1465,1460
2025-03-20,P104,1323,1460
2025-03-21,P104,1204,1460
2025-03-22,P104,1141,1460
2025-03-23,P104,1120,1460
2025-03-24,P104,999,1460
2025-03-25,P104,885,1460
2025-03-26,P104,2223,0
2025-03-27,P104,2107,0
2025-03-28,P104,1991,0
2025-03-29,P104,1931,0
2025-03-30,P104,1904,0
2025-03-31,P104,1823,0
2025-04-01,P104,1700,0
2025-04-02,P104,1567,0
2025-04-03,P104,1429,1335
2025-04-04,P104,1312,1335
2025-04-05,P104,1241,1335
2025-04-06,P104,1217,1335
2025-04-07,P104,1102,1335
2025-04-08,P104,976,1335
2025-04-09,P104,860,1335
2025-04-10,P104,757,1335
2025-04-11,P104,656,1335
2025-04-12,P104,604,1335
2025-04-13,P104,579,1335
2025-04-14,P104,466,1335
2025-04-15,P104,279,1335
2025-04-16,P104,171,1335
2025-04-17,P104,54,1335
2025-04-18,P104,1274,1355
2025-04-19,P104,1223,1355
2025-04-20,P104,1203,1355
2025-04-21,P104,1080,1355
2025-04-22,P104,982,1355
2025-04-23,P104,862,1355
2025-04-24,P104,632,1355
2025-04-25,P104,509,1355
2025-04-26,P104,447,1355
2025-04-27,P104,422,1355
2025-04-28,P104,285,1355
2025-04-29,P104,1555,0
2025-04-30,P104,1389,1455
2025-05-01,P104,1271,1455
2025-05-02,P104,1172,1455
2025-05-03,P104,1108,1455
2025-05-04,P104,1086,1455
2025-05-05,P104,976,1455
2025-05-06,P104,867,1455
2025-05-07,P104,764,1455
2025-05-08,P104,664,1455
2025-05-09,P104,560,1455
2025-05-10,P104,509,1455
2025-05-11,P104,485,1455
2025-05-12,P104,371,1455
2025-05-13,P104,247,1455
2025-05-14,P104,152,1455
2025-05-15,P104,67,1455
2025-05-16,P104,1422,0
2025-05-17,P104,1350,0
2025-05-18,P104,1325,0
2025-05-19,P104,1226,1190
2025-05-20,P104,1112,1190
2025-05-21,P104,997,1190
2025-05-22,P104,909,1190
2025-05-23,P104,796,1190
2025-05-24,P104,743,1190
2025-05-25,P104,722,1190
2025-05-26,P104,1808,0
2025-05-27,P104,1688,0
2025-05-28,P104,1592,0
2025-05-29,P104,1509,0
2025-05-30,P104,1409,0
2025-05-31,P104,1368,0
2025-06-01,P104,1348,0
2025-06-02,P104,1233,1170
2025-06-03,P104,1121,1170
2025-06-04,P104,1006,1170
2025-06-05,P104,899,1170
2025-06-06,P104,778,1170
2025-06-07,P104,729,1170
2025-06-08,P104,707,1170
2025-06-09,P104,1781,0
2025-06-10,P104,1666,0
2025-06-11,P104,1565,0
2025-06-12,P104,1447,0
2025-06-13,P104,1358,0
2025-06-14,P104,1298,1225
2025-06-15,P104,1276,1225
2025-06-16,P104,1177,1225
2025-06-17,P104,1068,1225
2025-06-18,P104,964,1225
2025-06-19,P104,862,1225
2025-06-20,P104,771,1225
2025-06-21,P104,724,1225
2025-06-22,P104,704,1225
2025-06-23,P104,624,1225
2025-06-24,P104,513,1225
2025-06-25,P104,1652,0
2025-06-26,P104,1557,0
2025-06-27,P104,1458,0
2025-06-28,P104,1403,0
2025-06-29,P104,1387,0
2025-06-30,P104,1291,0
2025-07-01,P104,1185,1095
2025-07-02,P104,1086,1095
2025-07-03,P104,976,1095
2025-07-04,P104,893,1095
2025-07-05,P104,854,1095
2025-07-06,P104,832,1095
2025-07-07,P104,741,1095
2025-07-08,P104,660,1095
2025-07-09,P104,564,1095
2025-07-10,P104,456,1095
2025-07-11,P104,378,1095
2025-07-12,P104,315,1095
2025-07-13,P104,297,1095
2025-07-14,P104,200,1095
2025-07-15,P104,114,1095
2025-07-16,P104,16,1095
2025-07-17,P104,0,1095
2025-07-18,P104,0,1095
2025-07-19,P104,0,1095
2025-07-20,P104,1076,1055
2025-07-21,P104,986,1055
2025-07-22,P104,876,1055
2025-07-23,P104,759,1055
2025-07-24,P104,653,1055
2025-07-25,P104,575,1055
2025-07-26,P104,524,1055
2025-07-27,P104,508,1055
2025-07-28,P104,403,1055
2025-07-29,P104,322,1055
2025-07-30,P104,1220,1150
2025-07-31,P104,1125,1150
2025-08-01,P104,1030,1150
2025-08-02,P104,982,1150
2025-08-03,P104,959,1150
2025-08-04,P104,856,1150
2025-08-05,P104,750,1150
2025-08-06,P104,666,1150
2025-08-07,P104,553,1150
2025-08-08,P104,1621,0
2025-08-09,P104,1562,0
2025-08-10,P104,1538,0
2025-08-11,P104,1436,0
2025-08-12,P104,1325,0
2025-08-13,P104,1260,0
2025-08-14,P104,1167,1095
2025-08-15,P104,1065,1095
2025-08-16,P104,1010,1095
2025-08-17,P104,993,1095
2025-08-18,P104,899,1095
2025-08-19,P104,827,1095
2025-08-20,P104,724,1095
2025-08-21,P104,648,1095
2025-08-22,P104,545,1095
2025-08-23,P104,488,1095
2025-08-24,P104,469,1095
2025-08-25,P104,366,1095
2025-08-26,P104,267,1095
2025-08-27,P104,1260,0
2025-08-28,P104,1175,0
2025-08-29,P104,1076,1070
2025-08-30,P104,1034,1070
2025-08-31,P104,1018,1070
2025-09-01,P104,921,1070
2025-09-02,P104,821,1070
2025-09-03,P104,717,1070
2025-09-04,P104,626,1070
2025-09-05,P104,513,1070
2025-09-06,P104,461,1070
2025-09-07,P104,426,1070
2025-09-08,P104,324,1070
2025-09-09,P104,1279,0
2025-09-10,P104,1090,1225
2025-09-11,P104,986,1225
2025-09-12,P104,884,1225
2025-09-13,P104,842,1225
2025-09-14,P104,825,1225
2025-09-15,P104,725,1225
2025-09-16,P104,622,1225
2025-09-17,P104,512,1225
2025-09-18,P104,411,1225
2025-09-19,P104,309,1225
2025-09-20,P104,263,1225
2025-09-21,P104,242,1225
2025-09-22,P104,154,1225
2025-09-23,P104,1268,1220
2025-09-24,P104,1185,1220
2025-09-25,P104,1079,1220
2025-09-26,P104,997,1220
2025-09-27,P104,945,1220
2025-09-28,P104,921,1220
2025-09-29,P104,814,1220
2025-09-30,P104,725,1220
2025-10-01,P104,626,1220
2025-10-02,P104,539,1220
2025-10-03,P104,458,1220
2025-10-04,P104,1622,0
2025-10-05,P104,1599,0
2025-10-06,P104,1488,0
2025-10-07,P104,1370,0
2025-10-08,P104,1261,0
2025-10-09,P104,1158,1125
2025-10-10,P104,1069,1125
2025-10-11,P104,1016,1125
2025-10-12,P104,997,1125
2025-10-13,P104,899,1125
2025-10-14,P104,785,1125
2025-10-15,P104,676,1125
2025-10-16,P104,532,1125
2025-10-17,P104,444,1125
2025-10-18,P104,388,1125
2025-10-19,P104,369,1125
2025-10-20,P104,264,1125
2025-10-21,P104,154,1125
2025-10-22,P104,1156,1215
2025-10-23,P104,1051,1215
2025-10-24,P104,948,1215
2025-10-25,P104,893,1215
2025-10-26,P104,873,1215
2025-10-27,P104,769,1215
2025-10-28,P104,657,1215
2025-10-29,P104,541,1215
2025-10-30,P104,422,1215
2025-10-31,P104,318,1215
2025-11-01,P104,261,1215
2025-11-02,P104,242,1215
2025-11-03,P104,120,1215
2025-11-04,P104,8,1215
2025-11-05,P104,0,1215
2025-11-06,P104,0,1215
2025-11-07,P104,0,1215
2025-11-08,P104,1159,1300
2025-11-09,P104,1134,1300
2025-11-10,P104,1005,1300
2025-11-11,P104,801,1300
2025-11-12,P104,680,1300
2025-11-13,P104,545,1300
2025-11-14,P104,416,1300
2025-11-15,P104,351,1300
2025-11-16,P104,329,1300
2025-11-17,P104,189,1300
2025-11-18,P104,61,1300
2025-11-19,P104,0,1300
